target,bin_label,omni_var,mean_rho,median_rho,n_scenarios,perc_sig
sif_740nm,Cold,kp_max_ma3,-0.029787089986105766,-0.0483928732573986,3,66.66666666666666
sif_740nm,Cold,kp_max_ma30,-0.048984997905790806,-0.0785926952958107,3,66.66666666666666
sif_740nm,Cold,kp_max_ma4,-0.032742902636528,-0.0550700426101684,3,66.66666666666666
sif_740nm,Cold,kp_max_ma40,-0.05009782096991936,-0.0759968534111976,3,66.66666666666666
sif_740nm,Cold,kp_max_ma5,-0.0353063816825549,-0.0598882250487804,3,66.66666666666666
sif_740nm,Cold,kp_max_ma50,-0.031058739482735565,-0.0468634627759456,3,66.66666666666666
sif_740nm,Cold,kp_max_ma6,-0.037411555026968295,-0.0646406114101409,3,66.66666666666666
sif_740nm,Cold,kp_max_ma60,-0.010108321982746266,-0.0132967168465256,3,0.0
sif_740nm,Cold,kp_max_ma7,-0.04092370284100374,-0.0717724561691284,3,66.66666666666666
sif_740nm,Cold,kp_max_ma75,0.017911382950842367,0.0276175010949373,3,0.0
sif_740nm,Cold,kp_max_ma8,-0.0445747822523117,-0.075508214533329,3,66.66666666666666
sif_740nm,Cold,kp_max_ma9,-0.0442713896433512,-0.0788976922631263,3,66.66666666666666
sif_740nm,Cold,kp_max_ma90,0.041746526956558234,0.0683358088135719,3,66.66666666666666
sif_740nm,Cold,kp_mean,-0.02253212469319497,-0.0140748564153909,3,0.0
sif_740nm,Cold,kp_mean_diff,0.003911425980428833,0.0117883458733558,3,0.0
sif_740nm,Cold,kp_mean_lag1,-0.021276901786525998,-0.0212216638028621,3,0.0
sif_740nm,Cold,kp_mean_lag12,-0.024654233052084803,-0.0383707880973815,3,66.66666666666666
sif_740nm,Cold,kp_mean_lag15,-0.0253041681523124,-0.0312853641808033,3,33.33333333333333
sif_740nm,Cold,kp_mean_lag18,-0.032268052920699064,-0.0304647665470838,3,0.0
sif_740nm,Cold,kp_mean_lag2,-0.018703688401728865,-0.0302267726510763,3,0.0
sif_740nm,Cold,kp_mean_lag21,-0.025065634322042268,-0.0373429879546165,3,66.66666666666666
