bin_label,window,driver,rho_abs,p_adj,alpha_used
Cold,1.0,SII,0.007273877815653899,0.3951444982311206,0.15000000000006228
Cold,2.0,SII,0.004960954810182268,0.1757807206673914,0.15000000000006228
Cold,3.0,SII,0.015194173902273135,0.1350750794003651,0.15000000000006228
Cold,4.0,SII,0.015921449909607532,0.18585227948946595,0.15000000000006228
Cold,5.0,SII,0.010971725607911735,0.26201594750395946,0.15000000000006228
Cold,6.0,SII,0.010145795842011767,0.39543163743118076,0.15000000000006228
Cold,7.0,SII,0.006892540181676533,0.4545376072072358,0.15000000000006228
Cold,8.0,SII,0.006720121018588533,0.5282417161679636,0.15000000000006228
Cold,9.0,SII,0.010382584917048599,0.5096634947960174,0.15000000000006228
Cold,10.0,SII,0.0095902249837915,0.5024332245476494,0.15000000000006228
Cold,11.0,SII,0.012957136767605933,0.45235154073750233,0.15000000000006228
Cold,12.0,SII,0.014352059767891933,0.4491691627635954,0.15000000000006228
Cold,13.0,SII,0.012269524236520099,0.43898071636063923,0.15000000000006228
Cold,14.0,SII,0.014828460407443365,0.5386142844476728,0.15000000000006228
Cold,15.0,SII,0.010429544840008034,0.5350188539298936,0.15000000000006228
Cold,16.0,SII,0.008842622550825267,0.5499656756388384,0.15000000000006228
Cold,17.0,SII,0.005960273556411267,0.5336007721362442,0.15000000000006228
Cold,18.0,SII,0.0018545407801866347,0.53344251061283,0.15000000000006228
Cold,19.0,SII,0.0013705138117075012,0.49646869729094684,0.15000000000006228
Cold,20.0,SII,0.002927376888692335,0.5289390407687403,0.15000000000006228
Cold,21.0,SII,0.002051074989140001,0.54308178218892,0.15000000000006228
Cold,22.0,SII,0.0013124442969759328,0.5481263694013975,0.15000000000006228
Cold,23.0,SII,0.0017831991426646664,0.5490711983106844,0.15000000000006228
Cold,24.0,SII,0.0015965096342066658,0.5381054017763364,0.15000000000006228
Cold,25.0,SII,0.0017859671885768664,0.5142223170614036,0.15000000000006228
Cold,26.0,SII,0.0006203282003601334,0.5449966494027608,0.15000000000006228
Cold,27.0,SII,0.0027906891579429667,0.5695437323524142,0.15000000000006228
Cold,28.0,SII,0.002669693979745133,0.558630328671332,0.15000000000006228
Cold,30.0,SII,0.0020028698878983334,0.5445911178558158,0.15000000000006228
Cold,40.0,SII,0.012825641470650835,0.40026342083306216,0.15000000000006228
Cold,50.0,SII,0.0088547086343169,0.46652515224526964,0.15000000000006228
Cold,60.0,SII,0.008395028921465068,0.5027359034889248,0.15000000000006228
Cold,75.0,SII,0.0060067676628629,0.5213385866842578,0.15000000000006228
Cold,90.0,SII,0.0013165325702478997,0.6856992797244869,0.15000000000006228
Cold,1.0,PAR,0.025019783526659,0.2649820983289817,0.15000000000006228
Cold,2.0,PAR,0.0180395860224962,0.4216437833765099,0.15000000000006228
Cold,3.0,PAR,0.0155043629929423,0.4903177115473545,0.15000000000006228
Cold,4.0,PAR,0.0136551260948181,0.5440338738474628,0.15000000000006228
Cold,5.0,PAR,0.0142368637025356,0.5271672621366821,0.15000000000006228
Cold,6.0,PAR,0.0113645270466804,0.6140669754692929,0.15000000000006228
Cold,7.0,PAR,0.0088587431237101,0.6947747854170883,0.15000000000006228
Cold,8.0,PAR,0.0101204896345734,0.6535621610373661,0.15000000000006228
Cold,9.0,PAR,0.0111371278762817,0.621075065555464,0.15000000000006228
Cold,10.0,PAR,0.0101913092657923,0.6510409587711625,0.15000000000006228
Cold,11.0,PAR,0.0107118003070354,0.6342383821866979,0.15000000000006228
Cold,12.0,PAR,0.0122904675081372,0.5852331748441051,0.15000000000006228
Cold,13.0,PAR,0.0112580172717571,0.6168615544149381,0.15000000000006228
Cold,14.0,PAR,0.0132368179038167,0.5564944288473181,0.15000000000006228
Cold,15.0,PAR,0.0139889447018504,0.5340800756991462,0.15000000000006228
Cold,16.0,PAR,0.0153974844142794,0.4932205997074912,0.15000000000006228
Cold,17.0,PAR,0.0160659439861774,0.4747325670373934,0.15000000000006228
Cold,18.0,PAR,0.0157585572451353,0.483106197366026,0.15000000000006228
Cold,19.0,PAR,0.0171900149434804,0.4439384996303526,0.15000000000006228
Cold,20.0,PAR,0.0194233488291502,0.3865743664830459,0.15000000000006228
Cold,21.0,PAR,0.0207183603197336,0.3553760215105108,0.15000000000006228
Cold,22.0,PAR,0.0214904397726058,0.3372824787575772,0.15000000000006228
Cold,23.0,PAR,0.0225496273487806,0.3136676288189579,0.15000000000006228
Cold,24.0,PAR,0.0234999768435955,0.2934324976502125,0.15000000000006228
Cold,25.0,PAR,0.0249179229140281,0.2651086812141494,0.15000000000006228
Cold,26.0,PAR,0.0269355121999979,0.2281482286154035,0.15000000000006228
Cold,27.0,PAR,0.028092835098505,0.2085917775445886,0.15000000000006228
Cold,28.0,PAR,0.0282381623983383,0.2059662572261342,0.15000000000006228
Cold,30.0,PAR,0.0280394088476896,0.2086119893090048,0.15000000000006228
Cold,40.0,PAR,0.0269286092370748,0.2272156351224761,0.15000000000006228
Cold,50.0,PAR,0.0247026737779378,0.2675144124594515,0.15000000000006228
Cold,60.0,PAR,0.0213747173547744,0.3373766145203578,0.15000000000006228
Cold,75.0,PAR,0.0208456423133611,0.3493905744676278,0.15000000000006228
Cold,90.0,PAR,0.0196328945457935,0.3784562162637908,0.15000000000006228
Cold,1.0,VPD,0.025996359065175,0.2316671509059318,0.15000000000006228
Cold,2.0,VPD,0.0194714851677417,0.371013711555803,0.15000000000006228
Cold,3.0,VPD,0.0188503507524728,0.3873877878654821,0.15000000000006228
Cold,4.0,VPD,0.0192078314721584,0.3793942220717619,0.15000000000006228
Cold,5.0,VPD,0.0162682458758354,0.4570472020401477,0.15000000000006228
Cold,6.0,VPD,0.0109024653211236,0.6183312478491703,0.15000000000006228
Cold,7.0,VPD,0.0086705517023801,0.6920448263113679,0.15000000000006228
Cold,8.0,VPD,0.0083157820627093,0.7037504712487634,0.15000000000006228
Cold,9.0,VPD,0.0102019514888525,0.640604771792606,0.15000000000006228
Cold,10.0,VPD,0.0144989537075161,0.5066425101382901,0.15000000000006228
Cold,11.0,VPD,0.0167149771004915,0.4433738042687052,0.15000000000006228
Cold,12.0,VPD,0.0186488069593906,0.3922240162276962,0.15000000000006228
Cold,13.0,VPD,0.018783364444971,0.3885670017068294,0.15000000000006228
Cold,14.0,VPD,0.0197956692427396,0.3633173839238683,0.15000000000006228
Cold,15.0,VPD,0.0210177227854728,0.3340580338546508,0.15000000000006228
Cold,16.0,VPD,0.0229142196476459,0.2918699006031302,0.15000000000006228
Cold,17.0,VPD,0.0229698996990919,0.2905000789833145,0.15000000000006228
Cold,18.0,VPD,0.0230693314224481,0.2880627262341504,0.15000000000006228
Cold,19.0,VPD,0.0246358513832092,0.256216202151815,0.15000000000006228
Cold,20.0,VPD,0.0265812464058399,0.2203766298625418,0.15000000000006228
Cold,21.0,VPD,0.0276513453572988,0.202431699593834,0.15000000000006228
Cold,22.0,VPD,0.0295409671962261,0.1733369206391284,0.15000000000006228
Cold,23.0,VPD,0.0312807634472847,0.1495018065656419,0.15000000000006228
Cold,24.0,VPD,0.0326549224555492,0.1326257512296067,0.15000000000006228
Cold,25.0,VPD,0.0339611321687698,0.1179761212594143,0.15000000000006228
Cold,26.0,VPD,0.03569196164608,0.1005693077640541,0.15000000000006228
Cold,27.0,VPD,0.0359611585736274,0.0981367041543086,0.15000000000006228
Cold,28.0,VPD,0.0356731861829757,0.1008466359758539,0.15000000000006228
Cold,30.0,VPD,0.0339743830263614,0.1182060756456979,0.15000000000006228
Cold,40.0,VPD,0.0304659698158502,0.1634685250994885,0.15000000000006228
Cold,50.0,VPD,0.028516637161374,0.1936620894982699,0.15000000000006228
Cold,60.0,VPD,0.0286563094705343,0.1916540094811216,0.15000000000006228
Cold,75.0,VPD,0.0327812880277633,0.1351275184856932,0.15000000000006228
Cold,90.0,VPD,0.0318004973232746,0.1467042842837771,0.15000000000006228
Cool,1.0,SII,0.0135513809509575,0.4562754384331987,0.15000000000006228
Cool,2.0,SII,0.017420509209235466,0.33123690930857125,0.15000000000006228
Cool,3.0,SII,0.015629383424917834,0.401424123028606,0.15000000000006228
Cool,4.0,SII,0.014973433377842066,0.4371054589730717,0.15000000000006228
Cool,5.0,SII,0.015282575506716899,0.46487067501654605,0.15000000000006228
Cool,6.0,SII,0.015411632756392133,0.4461148196242672,0.15000000000006228
Cool,7.0,SII,0.0171550090114275,0.40836460168097033,0.15000000000006228
Cool,8.0,SII,0.01681203891833617,0.4068961789846921,0.15000000000006228
Cool,9.0,SII,0.020498285690943367,0.31790632820320186,0.15000000000006228
Cool,10.0,SII,0.021674377222855867,0.29074622521723587,0.15000000000006228
Cool,11.0,SII,0.0217120591551065,0.29588663985040803,0.15000000000006228
Cool,12.0,SII,0.0213357551644245,0.3090746416579553,0.15000000000006228
Cool,13.0,SII,0.020525651052594133,0.3317764209250072,0.15000000000006228
Cool,14.0,SII,0.020384189051886367,0.34334489380118116,0.15000000000006228
Cool,15.0,SII,0.018731171575685268,0.38676467308452667,0.15000000000006228
Cool,16.0,SII,0.0185639693712194,0.39452086854345775,0.15000000000006228
Cool,17.0,SII,0.021460066859920763,0.3258612874433123,0.15000000000006228
Cool,18.0,SII,0.023540169621507265,0.2846228377279663,0.15000000000006228
Cool,19.0,SII,0.0244535567859808,0.26529647569300174,0.15000000000006228
Cool,20.0,SII,0.0251358008633057,0.2610447739659713,0.15000000000006228
Cool,21.0,SII,0.025505946949124298,0.26059768169110825,0.15000000000006228
Cool,22.0,SII,0.026512774328390703,0.2468473393393583,0.15000000000006228
Cool,23.0,SII,0.026129615493118735,0.26216996205329296,0.15000000000006228
Cool,24.0,SII,0.026903991277019132,0.24517018899905837,0.15000000000006228
Cool,25.0,SII,0.026638118550181333,0.2599834621726982,0.15000000000006228
Cool,26.0,SII,0.026980535437663336,0.2547045130684206,0.15000000000006228
Cool,27.0,SII,0.026011580601334534,0.26886608485162994,0.15000000000006228
Cool,28.0,SII,0.024838917888700896,0.28836652157412984,0.15000000000006228
