scenario,omni_var,bin_id,bin_label,temp_mean,rho,n_eff,neff_factor,n,p_adj,window,ci_lower,ci_upper,p_fdr,panel
Global_High_LAI,sii_mean_ma1,0,Cold,-0.2093890309333801,-0.0461946614086627,6003.016769188372,0.0851926766744489,70464,0.0003432151386013,1,-0.071409266940997,-0.02092105357434545,0.0003889771570814733,A
Global_High_LAI,sii_mean_ma1,1,Cool,11.104832649230955,-0.01462590880692,13811.940033861323,0.1948747112402128,70876,0.0856444672575222,1,-0.03129595461193762,0.0020522715049225457,0.08823975414411378,A
Global_High_LAI,sii_mean_ma1,3,Warm_Stress,27.170061111450195,0.0278515629470348,14101.55720473466,0.1804999322206036,78125,0.0009405849864085,1,0.011351258074477937,0.04433670425773539,0.0010659963179296332,A
Global_High_LAI,sii_mean_ma1,2,Optimum,20.470029830932617,0.0208297111093997,25810.34502688861,0.2158615111516247,119569,0.0008180364662868,1,0.00863181959827383,0.03302140463558282,0.000869163745429725,A
Global_High_LAI,sii_mean_ma1,4,Extreme_Heat,31.813852310180664,0.0421158820390701,2954.900146484375,0.1532147675752639,19286,0.0220547254169785,1,0.0060658265037094065,0.07805660748935385,0.057681589552097616,A
Global_High_LAI,sii_mean_ma2,2,Optimum,20.470029830932617,0.0228350590914487,24378.87144445336,0.2038895653928138,119569,0.0003629033919652,2,0.010284843860133307,0.03537808129034369,0.00041129051089389335,A
Global_High_LAI,sii_mean_ma2,1,Cool,11.104832649230955,-0.0148144224658608,12973.379306901708,0.1830433335247715,70876,0.0915449650863857,2,-0.03201451702679786,0.0023944439844028062,0.0915449650863857,A
Global_High_LAI,sii_mean_ma2,3,Warm_Stress,27.170061111450195,0.0318656861782074,13285.97070745118,0.1700604250553751,78125,0.0002391769398011,2,0.014869136231558958,0.048843826481309145,0.00029668620345487854,A
Global_High_LAI,sii_mean_ma2,4,Extreme_Heat,31.813852310180664,0.0484125949442386,2736.258544921875,0.1418779641389846,19286,0.0113170040536068,2,0.010960008533556793,0.08572953899762689,0.04067265108973822,A
Global_High_LAI,sii_mean_ma2,0,Cold,-0.2093890309333801,-0.0463360585272312,5591.139159524274,0.0793474562829852,70464,0.0005286257763741,2,-0.0724614213807434,-0.020147153480280167,0.0005616648873974813,A
Global_High_LAI,sii_mean_ma3,0,Cold,-0.2093890309333801,-0.0473045073449611,5402.245632834649,0.0766667466058504,70464,0.0005051278837044,3,-0.07387906890788072,-0.020662813195138012,0.0005540112272886967,A
Global_High_LAI,sii_mean_ma3,1,Cool,11.104832649230955,-0.0180075913667678,12636.807602875837,0.1782945934149195,70876,0.0429432778341805,3,-0.035432388681508366,-0.000571848575739724,0.04562723269881678,A
Global_High_LAI,sii_mean_ma3,3,Warm_Stress,27.170061111450195,0.0322250090539455,12952.74627234999,0.1657951522860798,78125,0.0002443298146099,3,0.015011383075825417,0.049419539272024714,0.00029668620345487854,A
Global_High_LAI,sii_mean_ma3,4,Extreme_Heat,31.813852310180664,0.0492343679070472,2605.09619140625,0.1350770592689514,19286,0.0119625444381583,3,0.010850505103121993,0.0874733510592018,0.04067265108973822,A
Global_High_LAI,sii_mean_ma3,2,Optimum,20.470029830932617,0.022749064490199,23766.129764125624,0.1987649789169903,119569,0.0004526342983814,3,0.01003800753533458,0.035452770715273745,0.0004964376175795999,A
Global_High_LAI,sii_mean_ma4,2,Optimum,20.470029830932617,0.0235845427960157,23433.886004050462,0.1959863008309048,119569,0.0003054162530915,4,0.010784025789120558,0.036377331363163554,0.0003580742277624482,A
Global_High_LAI,sii_mean_ma4,4,Extreme_Heat,31.813852310180664,0.0485412590205669,2519.510986328125,0.130639374256134,19286,0.0148202182184151,4,0.00950796011698255,0.08742685484036807,0.04259330224778135,A
Global_High_LAI,sii_mean_ma4,3,Warm_Stress,27.170061111450195,0.0321309380233287,12755.0315384192,0.1632644036917657,78125,0.0002840907504029,4,0.01478425584304867,0.04945828492261729,0.00033307191426546894,A
Global_High_LAI,sii_mean_ma4,1,Cool,11.104832649230955,-0.0192957036197185,12424.37102356002,0.1752972941977541,70876,0.0314941278356513,4,-0.03686755311603505,-0.0017119257285098896,0.035693344880404806,A
Global_High_LAI,sii_mean_ma4,0,Cold,-0.2093890309333801,-0.0499804280698299,5288.769820505595,0.0750563382792006,70464,0.0002767040842399,4,-0.07682928924948733,-0.023059133632474745,0.0003244116849709172,A
Global_High_LAI,sii_mean_ma5,0,Cold,-0.2093890309333801,-0.050360694527626,5228.678924662213,0.0742035496801517,70464,0.0002694758693206,5,-0.0773618898763874,-0.02328567879969029,0.0003244116849709172,A
Global_High_LAI,sii_mean_ma5,1,Cool,11.104832649230955,-0.0205157417804002,12339.11199649014,0.1740943619347895,70876,0.0226712584904269,5,-0.03814693983690368,-0.0028717740993398507,0.02702196211747043,A
Global_High_LAI,sii_mean_ma5,3,Warm_Stress,27.170061111450195,0.0338590927422046,12665.15567071832,0.1621139925851945,78125,0.000138291317723,5,0.01645239721715339,0.051245270790710264,0.000180842492407,A
Global_High_LAI,sii_mean_ma5,2,Optimum,20.470029830932617,0.0241709779947996,23269.42241316272,0.1946108306765359,119569,0.0002265050128211,5,0.011325553489273553,0.03700842613225235,0.00027504180128276427,A
Global_High_LAI,sii_mean_ma5,4,Extreme_Heat,31.813852310180664,0.0446769185364246,2467.873779296875,0.1279619336128235,19286,0.0264574659421616,5,0.005228306002385632,0.08398669151786964,0.059970256135566294,A
Global_High_LAI,sii_mean_ma6,2,Optimum,20.470029830932617,0.0250651258975267,23151.72945143221,0.1936265206820514,119569,0.0001366105629068,6,0.012187500740517623,0.03793443793677648,0.00017202811625300742,A
Global_High_LAI,sii_mean_ma6,4,Extreme_Heat,31.813852310180664,0.041435170918703,2428.639892578125,0.1259276121854782,19286,0.0411711847225986,6,0.0016625873969476465,0.081076871969863,0.07776779336490847,A
Global_High_LAI,sii_mean_ma6,3,Warm_Stress,27.170061111450195,0.0355157479643821,12596.205208666164,0.1612314266709269,78125,6.694375462901192e-05,6,0.01806294942024064,0.05294690983342352,9.483698572443355e-05,A
Global_High_LAI,sii_mean_ma6,1,Cool,11.104832649230955,-0.0213304329663515,12272.218274422654,0.173150548484997,70876,0.0181269631959852,6,-0.039008744617369556,-0.003638772685585209,0.022826546246796177,A
Global_High_LAI,sii_mean_ma6,0,Cold,-0.2093890309333801,-0.0541382320225238,5187.729817388221,0.0736224145292379,70464,9.568691850203592e-05,6,-0.08123213837773845,-0.026964373218823848,0.00012512904727189313,A
Global_High_LAI,sii_mean_ma7,0,Cold,-0.2093890309333801,-0.0558028630912303,5151.840678708035,0.0731130886510563,70464,6.137132471573103e-05,7,-0.08298462223972392,-0.02853813420705928,8.346500161339421e-05,A
Global_High_LAI,sii_mean_ma7,1,Cool,11.104832649230955,-0.0205526296049356,12227.05628923942,0.1725133513352816,70876,0.0230481441590189,7,-0.038264369733294126,-0.0028279796687163882,0.02702196211747043,A
