scenario,omni_var,bin_id,bin_label,temp_mean,rho,n_eff,neff_factor,n,p_adj,window,ci_lower,ci_upper,p_fdr,panel
Global_High_LAI,sii_mean_ma1,0,Cold,-0.2093890160322189,-0.0597710087895393,4466.304910049305,0.0633842091003818,70464,6.415649732316453e-05,1,-0.0889444874896513,-0.030495065447959387,7.22264902401617e-05,A
Global_High_LAI,sii_mean_ma1,1,Cool,11.104832649230955,-0.0200655106455087,11826.289128194176,0.1668588679975475,70876,0.0291030328691994,1,-0.038075271894247725,-0.0020427181747986966,0.03298343725175932,A
Global_High_LAI,sii_mean_ma1,3,Warm_Stress,27.170061111450195,0.0237554591149091,13968.628561002768,0.1787984455808354,78125,0.0049884637994381,1,0.007174410776065609,0.04032344813992138,0.005653592306029847,A
Global_High_LAI,sii_mean_ma1,2,Optimum,20.470029830932617,0.0220721270889043,24938.15718114921,0.2085670799383553,119569,0.0004905935461465,1,0.009663175938676898,0.03447428122748802,0.0005380703409348709,A
Global_High_LAI,sii_mean_ma1,4,Extreme_Heat,31.813852310180664,0.0395339988172054,2662.637451171875,0.1380606442689895,19286,0.0413679053400002,1,0.001549253227629369,0.07740482595888089,0.060590387581488915,A
Global_High_LAI,sii_mean_ma2,2,Optimum,20.470029830932617,0.0237914342433214,23552.123109476062,0.1969751617014114,119569,0.0002606894497225,2,0.011023190208367516,0.03655192125779036,0.0002954480430188333,A
Global_High_LAI,sii_mean_ma2,1,Cool,11.104832649230955,-0.0200907979160547,11084.363483746589,0.1563909289991899,70876,0.0344145738227723,2,-0.03869330790077708,-0.0014743669296466188,0.037745016450782515,A
Global_High_LAI,sii_mean_ma2,3,Warm_Stress,27.170061111450195,0.0272826813161373,13176.857083135725,0.1686637706641372,78125,0.0017357359148961,2,0.010212569610656284,0.04433689626494989,0.0020350007278092204,A
Global_High_LAI,sii_mean_ma2,4,Extreme_Heat,31.813852310180664,0.045572280883789,2458.7080078125,0.1274866759777069,19286,0.0238372110611293,2,0.006051862516636781,0.08495056068482049,0.04432139064260162,A
Global_High_LAI,sii_mean_ma2,0,Cold,-0.2093890160322189,-0.0616102032363414,4151.0082487731,0.0589096311417617,70464,7.126578249261328e-05,2,-0.09186103487866455,-0.031245756254501402,7.571989389840161e-05,A
Global_High_LAI,sii_mean_ma3,0,Cold,-0.2093890160322189,-0.0630086511373519,4006.1291807922735,0.0568535589917159,70464,6.585356463073566e-05,3,-0.0937939345513724,-0.03210299198474411,7.22264902401617e-05,A
Global_High_LAI,sii_mean_ma3,1,Cool,11.104832649230955,-0.0235193781554698,10787.53738587238,0.152202965543659,70876,0.0145718071198723,3,-0.042371955494448034,-0.004650058208401915,0.019055440079833008,A
